description,subcategory
Flight rest extended in 30 minutes       Flight block time was 14:20 minutes   Flight was delayed in mere than 50 minutes due to late connection flight from Moscow   Breaks extended in 30 minutes,Extended
Soft blocked seats made available for crew for seated meal rest on return sector  Report time 1925LT returning 0640LT 11:15hrs documented duty  Flight VCM minus one and one additional crew member stood down due to on board injury  Although long ground ti,Soft Blocked Seats
"Captain sent a request to DXB during flight for crew rest in CRC; and the request was approved Note: The blocked time for this sector is 9:25 hours and the actual flight time is 9:00 hours   At 12:05 HRS (GMT time), during airborne, captain sent request to Dubai to ask for approval for crew to have rest in CRC as the fight time was long and there were no soft blocked seats for crew as YC was full   He said he concerned about safety and he wanted all crew to be alert for landing   At 13:00 HRS (GMT time), the request was approved",CRC
"Customer asked the crew member Deborah with staff number 429604 during boarding if she can use the seats in 49JK or 50 JK   Crew member Deborah thought, they are our soft blocked seat for the crew member and informed the customer the seats are blocke",Soft Blocked Seats
LD CRC should be allocated to flights above 15 hours   AKLDXB 16 hours 30 minutes flying time   Break split into 3 Groups   Break Duration 3 hours 55 Minutes   Night flight the whole way Load : 1171 Crew were tired even though short breaks were dis,CRC
"cabin crew were all tired on this last sector   we had 4 hours between the services which could have been utilized for breaks   CRC was available, however we were not allowed to use it   every cabin crew could have had 2 hours break",Rest Strategies
"Extended time of duty from (9hrs to 15 hours)        Crew wake up time was 2:00pm Local time in Dakar   Crew have left the hotel at 3:00pm   crew arrived the airport at 4:00pm   Crew were advised to be at the gate at 4:40pm   when crew arrived at the gate, the ground staff instructed all the crew to go to the lounge   the flight was delayed from 17:55 till 21:20 with the crew in the airport   As this has extended the duty time after leaving the hotel, the captain asked me if we have rest scheduled on this flight   informed the captain that yes, there is rest available on this flight however it is only 50 min   captain asked the possibility of extending the breaks, informed him that unfortunately with 4 breaks the maximum extended would be only 10 min",Curtains/Hardblocked
not available   flight Extremely busy,Soft Blocked Seats
due to miscommunication one cabin crew did not have a bunk available to take a rest   myself communicated wrong break to UL3 (Macaela 413406)   instead of 1st break I informed her that she is assigned to take the 2nd break   crew member Alexandra 420221 was therefore left without a bunk to take her rest   after permission from a captain crew member discreetly used FC seat 3E (3F also vacant) for her rest break   customers where sleeping with their doors closed and their experience was not disturbed nor compromised,CRC
"Rest Periods According to the crew complement and rest strategy related to the flight with lower deck CRC:  1 CSA should go on break 20 min after TO   FG1's should go on 3 different breaks  GR1's and GR2's go on 2 breaks However I noticed that it can't be done that way since 1 crew probably FG1 will have 30 min less break due to insufficient space in CRC and service timing, or the solution will be to send FG1 and CSA on first break which is not very feasible when flight is full and busy the first 2 hours before customers go to sleep in FC Since I have to keep monitoring the main meal service on both decks and assist where needed especially in JC and FC",Rest Strategies
"The amount of rest time provided on this flight (as per the Crew Rest Strategy) is very little for an 18 hour duty Added to that is the noisy environment of the Main Deck A380 CRC The crew that have to take the 1st of 3 breaks return to duty with almost 10 hours of flying time left, plus the time until duty sign out, which is very long altogether, especially after a layover with 11 hours difference from Dubai",Rest Strategies
"REST REQUIRED FOR THIS FLIGHT   this trip is very tiring and the cabin crew suffer from jetlag when in Auckland due to time difference and are unable to rest properly   this sector is 9 hours block time and we had 3 hours between services with CRC provided, however we re not allowed to use it   there would have been time for everyone to get 15 hours CRC break   personally I was feeling very tired during the second half of the flight",Rest Strategies
Crew rest extended by 45 minutes,Extended
"Only 3 Soft Block Seats Provided    After flight was closed, which was as soon as boarding clearance had been given, it was noted that only 3 soft block seats, instead of 6 were blocked for cabin crew, despite actual load was that of 550",Soft Blocked Seats
Around 12 crew were upset as they wanted more rest period and time so they can relax and sleep fully All crew allocated equal breaks of 2hours and 45minutes CSV even consulted as only flying time of 11 hours and 55minutes faced,Rest Strategies
On this flight rest is 2 to 2:30 hours according to the new update    The flight was 9 :25 minutes  The rest was 1:45 for each crew    The service was different between J and Y C    I miss calculated the services and I left 1:45 minutes to the last,Rest Strategies
the time between services was 3 hours 30 min on this flight and the aircraft was equipped with CRC   the cabin crew should be allowed to take breaks on this multisector whenever possible to enhance alertness of the crew throughout the trip,Rest Strategies
"NEED HARD BLOCKED SEATS   There were 6 soft blocked seats for crew rest   The block time was 8 hrs 40 mins   As per the demand of the customers, 45 mins was assigned to each crew for rest   The rules of rest strategy was explained to crew   Since the crew were tired, they wished to shut eye to be more alert for landing   Most of the crew chose not to sit in the assigned seat as they mentioned, that they would end up dozing off   Crew felt tired after landing as the ground operation in Sydney were not very organised and the whole process of disembarkation and reaching the hotel took over 1 hr and half after landing",Soft Blocked Seats
"Crew Rest 1Crew Rest was decided for the sector 3:30 minutes 2The crew who was going for the first rest ,4 of the crew member told me they couldn't able to go on time due to communication failure Moreover, crew member missed by 20minutes 3Second set of crew send 15 min late to the to the CRC according to the time left as the best decision as for TOD time and service calculated 4Second and third rest were not effected",Disturbed
A388 2 class hardblocked seats rest disturbed   50min rest on hard blocked seats on this sector DXB TPE continuously disturbed by passengers walking through the cabinopening curtainstoilets flushing All crew members had their rest disturbed by the me,Curtains/Hardblocked
A388 2 class hardblocked seats rest disturbed   50min rest on hard blocked seats on this sector DXB TPE continuously disturbed by passengers walking through the cabinopening curtainstoilets flushing All crew members had their rest disturbed by the me,Curtains/Hardblocked
"Crew rest disturbed due to noise due to different timings of F class crew CRC rest      Generic crew rest strategy summer schedule used   due to FG1 compliment being reduced from 4 to 3 on A380 LRV, FG1 crew rest is divided into 3 CRC rest periods for",Disturbed
"Duty free operator got many requests during her break which she had to run to try to fullfill after the last service (lunch in JC)   JC CSV was needed in YC during second break and me, being L2A had to take care of an almost full cabin (40 out of 42 cus",Rest Strategies
"Duty free operator got many requests during her break which she had to run to try to fullfill after the last service (lunch in JC)   JC CSV was needed in YC during second break and me, being L2A had to take care of an almost full cabin (40 out of 42 cus",Rest Strategies
Flight time was 1350 We had light load,Extended
Crew rest for this flight was extended for 30 minutes From 330 to 4 hours All services were done and finished on time,Extended
Flight is super long and we don’t get any kind of rest It should be taken into consideration for both flight numbers but specially when the flight happens during the night It’s exhausting,Rest Strategies
"coming to Addas we had 4 crew rest seats for crew, however on the way back no seats were blocked off for the crew, even with the flight time being longer going back to Dubai   its a long day for crew and seats need to be blocked off for both sectors, ev",Soft Blocked Seats
A388 2 class hardblocked seats rest disturbed   50min rest on hard blocked seats on this sector DXB TPE continuously disturbed by passengers walking through the cabinopening curtainstoilets flush All crew members had their rest disturbed by the menti,Curtains/Hardblocked
"Feedback on CSA timings for CRC rest on A380 with 12 bunks       due to FG1 compliment having been reduced from 4 to 3 on A380 LRV flights, there are enough bunks available for the CSAs so that it is not necessary for them to begin their 20 minutes af",Rest Strategies
"Feedback on CSA timings for CRC rest on A380 with 12 bunks       due to FG1 compliment having been reduced from 4 to 3 on A380 LRV flights, there are enough bunks available for the CSAs so that it is not necessary for them to begin their 20 minutes af",Rest Strategies
"Crew rest disturbed due to noise due to different timings of F class crew CRC rest      Generic crew rest strategy summer schedule used   due to FG1 compliment being reduced from 4 to 3 on A380 LRV, FG1 crew rest is divided into 3 CRC rest periods for",Disturbed
CC Isabella complained that on DXB LUN sector CSV Charlene didn't provided her enough time to have her meal after the service on blocked seats  CSV Charlene distributed the meal rest time equally among the team,Soft Blocked Seats
"CRC break was 330hrs for 1440mins flight For 1st break,Purser gave 310hrs break at the beginning and made 20 mins longer however it was not considered since it was not informed on time And after break, had to operate another 1040mins which is not",CRC
"CRC break was 330hrs for 1440mins flight For 1st break,Purser gave 310hrs break at the beginning and made 20 mins longer however it was not considered since it was not informed on time And after break, had to operate another 1040mins which is not",CRC
The rest strategy for FG1s operating UL1 and the galley operator overlaps with the normal crew breaks   UL1 goes for break starlight after take off which makes the service slower than usual as we have a full flight and all our customers are dinning and,Rest Strategies
The rest strategy for FG1s operating UL1 and the galley operator overlaps with the normal crew breaks   UL1 goes for break starlight after take off which makes the service slower than usual as we have a full flight and all our customers are dinning and,Rest Strategies
two main services is affecting the crew rest,Rest Strategies
"REST STRATEGY       Block time: 14 hrs 10 mins , Planned Flight time : 13 hrs 55 mins , Actual flight time choke on and off : 14 hrs 16 mins   Wake up call in Sydney 13:30, which 7:30 AM Dubai time Arrival back to Dubai 00:48 Total Duty 17 hrs 18 min",Reduced
Purser Wilma Sowah (393103) informed cabin crew during briefing for the flight back to Dubai that she decided to assign for all cabin crew their bunks in the CRC and cabin crew has to follow Purser’s diagram which bunk to take for rest   Purser did not,Rest Strategies
"Due to heavy loads in the premium cabins (First Class and Business Class), breaks were reduced 15mins less   Almost all First Class customers were eating at the same time and JC was busy with lunch service   I made this decision so the customer experi",Reduced
Mrs Tutuianu was having her leg in cast  During the flight she Complaint that her leg is getting slightly painful and swollen,Soft Blocked Seats
Break given to all crew was extended to 4 hours due to light load in all cabin (2FC 24JC 87YC),Extended
Extended Rest  Due to a light load in all classes the inflight crew rest was extended  flight time was 14hrs 10mins,Extended
SEAT HEADREST COVERS      The crew seat rest covers do not stand out to customers as they are the same colour as the customer seats   Every flight I do customers move onto the seats and lie down assuming they are vacant,Soft Blocked Seats
SWAPING OF REST ML2 and MR2 swapped breaks,Rest Strategies
Extended crew rest by 30 minutes due to light load      Extended crew rest by 30 minutes  Customer load First NIL  Business 18  Economy 242,Extended
"Crew rest extended   due to forecasted weather Crew rest was extended today due to turbulent weather forecasted   which was similar as on the way over This impacted on the quality of sleep and caused issues with rest periods for both flight deck and cabin crew Decision was reached after reviewing the flight load, crew circadian rhythms, FDP and crew members roles and responsibilities as outlined in the OM A FTLs The 60 minute extension was offered as part of the crew meal break andor physical rest",Extended
Extended crew rest by 1 hour  Gave equal break to all cabins  There was 2 FG1 in first class at all times  2 FG1s helped with the services in JC,Extended
BREAKS EXTENDED BY 10 MINUTES                                     The crew rest inflight was extended by 10 minutes  From 50 minutes to 1hour  All the crew got equal amount of rest,Extended
Crew break was extended by an hour using purser discretion,Extended
"Due to crew misreading crew break timing and allocation as UR3 instead of GR3(group 3), Eftihia found herself without a crew bunk to rest in",CRC
We had light load on today's flight and there was available time for crew extension takeaway Ng into consideration the early morning wake up call,Extended
"As a trend on flights with Soft blocked seats, when customers are informed that they cannot use those crew assigned seats, customers get very upset, and they claimed that they were allowed to used these kind of seats on previous flights   Kindly reinforce the policy of customers using the Soft blocked seats, to be consistent on all flights",Soft Blocked Seats
"FIRST OFFICER REST IN SEAT SEAT 2K   FO Fabio Hasler (SN 451806) used seat 2K during his rest in flight, as authorized by operating Captain Mark Roth (SN 249185)   This is due to Fabio being too tall and unable to fit in CRC bunk",Rest Strategies
KIS Tablet cannot edit the distribution of meals,Rest Strategies
"Julie had shortfalls with grooming and service  She has roots and streaksstripes highlights obvious visible which does not match standards  Her shoes were not maintained and not clean  She did not contribute to an active boarding and she was standing watching customers pass by neither she greeted them nor she helped them to their seats, though she was asked by me more than two times to participate in grooming",Disturbed
IFE INOPCustomer complaint during the flight that the IFE screen is inop,Disturbed
IFE Inop for the seat of Mr HABANNAKEH,Reduced
"IFE INOP 29D  Customer was sitting in 29D , her IFE was inoperative for the flight",Extended
"Hot towels were not offered after the meal service, due to cabin preparation for landingToys were not offered before take off, due to sort taxi",Disturbed
HOT BEVERAGES   Hot beverages were suspended half way through Breakfast service due to turbulence,Soft Blocked Seats
HHC s41280 is dysfunctional as when I tried to sell an item a Watch guess ladies rose gold watch  1769 the price was not showing on the HHC,CRC
GLASS JUGS WERE NOT LOADED FOR THE LOUNGE glass jugs to display fresh juices were not loaded by catering for the flight  Crew checked all carts but didn't found them,Disturbed
General in dissatisfaction with Emirates  Seat reclining  E mail for online check in  lack of help from online chat with Judith (helpline)  unable to choose seat  Wine choice dissatisfaction  Customer mentioned Emirates service quality decreased and Turkish airlines (500 USD cheaper then EK),CRC
"FIRST CLASS EXPERIENCE Our customers enjoyed their flight today Ms Manuel commented that people shouldn't be using the shower before she had a chance to get changed into her pyjamas, although the First Class lavatory was free she said she would try to get changed in their",Extended
First Class customer experienceAll first class customers had to board from ML1Purser welcomed them by name at ML1 and directed them to FC crew waiting at the top of the stairs along with JC CSV to escort them to their respective seatsAll customers were escorted to their seats and given seat and facilities introductionAll pre departure items were given out4 customers enjoyed the shower spa during the flightAll the customers wanted to sleep for most of the flight3 customers ordered breakfast prior to landing,Reduced
FC CATERING CHOICED DECLINEDThe following items had to be declined to customers due to insufficient loading: Sweet potato veg (A la carte vegetables) Chicken main meal,Soft Blocked Seats
DUTY FREE PRICE DISCREPANCY  item number 2054 7 sold (marbles come alive sticker set) magazine shows 20 however hand held shows 21,Disturbed
During take off we have noticed that customer kept a newspaper on the seat cushion to sit onDuring Cabin cleanliness check seat was not wetWe offered him if he would like to swap seat but customer did not want to change seat,Rest Strategies
"Delayed in Towels and Duty free serviceAs there was only 30 mins left between 02services due to turbulence , delay the CB as crew were advised to be seated by captain (initial part of the flight) On the other there was one crew short in yc",Reduced
Customer started vomiting by top of decentcustomer felt faint and weakhe vomited several times,CRC
Customer started vomiting and informed crew he was not feeling well,Soft Blocked Seats
Customer seat function were inoperative shortly after take off and despite 2 reset was unable to move his seat,Soft Blocked Seats
Customer mode controller inop Shortly after take off Mr Marajh highlighted to purser Alyssa that his Mode controller was not coming out of the socket,Rest Strategies
Customer meal preference not available due to its popularity to other customers Customer preferred to have chicken but unfortunately this option was very popular and instead she was offered beef,Reduced
"Customer had three tickets booked in business class cabin, but observed him swapping seats with his parents travelling in economy class few times after take offEven though he was briefed about this, he pretended to be not understanding and came to business class ,wanted to sit for landing Customer also asked for drinks which was denied as he had swapped the seats with economy class",Soft Blocked Seats
Customer feedback   All fclass customers were spoken to prior to arrival,Rest Strategies
CUSTOMER EXPERIENCE All customers needs were anticipated and met throughout the flight,Soft Blocked Seats
Customer ComplimentMr Iqbal informed me that he was extremely happy with the crew performance on today flight EK 021 DXB MAN 03 Jan 2018He said that all the crew has been extremely helpful and attentive to him He said that he had a previous bad experience with EK and was considering not flying with us however today's team changed his mind,Disturbed
Customer complained that he doesn't like his meal of choice (mutton)He said it doesn't taste good,CRC
Choice Shortage of Cheese for DCF orders pox load: 11 cheese loading: 3 portions cheese requests: 9,Disturbed
CHML request On customer's request kindly please provide a CHML for any future flightsehtfr@yahoofr,Reduced
Cheewy prawn crackers   Mr Philips said that the prawn crackers were very cheewy and then not well cooked,Rest Strategies
Birthday cake was offered to madam Derezin with champagne and nice presentation with flowers and pictures,Reduced
All customers were acknowledged as HV customers and were assisted during boardingCustomers were serves their meals after take off and customers stated that they enjoyed itMr Shawwa (2K) and Mrs Maarouf (2J) only requested for water after take offMr Esbaitah (2A) gave feedback regarding the aircraft seat and stated that he was not pleased that we are still using this aircraft He further stated that business class seats are better than the F class seatsAll customers were monitored and were looked after throughout the flight,Reduced
"According to Mr Knight, he found a moth trapped in between the plastic cups inserted in the window next to his seatImmediately informed the crew about it",Soft Blocked Seats
When plating the caviar it was noticed that the egg yellow accompaniment was having a very bad smell  Decision was made not to offer the egg yellow with the caviar to avoid bad impact on FC customers,CRC
"When crew were taking meal and drink orders, customer declined to have a meal Customer ordered for a drink instead, spicy tomato juice and a cup of tea before landing Later before landing customer asked the crew why breakfast wasn't being served Crew",CRC
Severe Motion SicknessMrs Stansall suffers from motion sickness She has her own medication which she took approximately two hours before take off After the first service she began to feel nausea She vomited a total of 4 timesMedical Service Reference Number: 230118404Medical Incident Report Form Number: 339090,Rest Strategies
Please cancel customer's VJML,Soft Blocked Seats
No menu cards were provided for both sectors (28152816),Disturbed
No cream available  Customer asked to have cream with her tea,Extended
Mr Windsor requested for beef with mashed potatoes and had to wait for 5 minutes,CRC
Kindly note that Mr Monish Lakhani has an AVML on his profile Customer's meal choice was not loaded from LOS DXB sector,CRC
"I would like to praise crew Selma for her great performance during that Multi sector flight Selma showed initiative to took full responsibility for the special meals for both service, she prepared & organized 80 special meals, she guide her colleagues i",Curtains/Hardblocked
During the Continental breakfast service customers were fast alseep Crew Jenny tried to offer them trays and even spoke to them in mandarin but the couple was still sleeping and didn't respond to crew When we started the clearance they pressed the call,Extended
"During flight, Customer was observed regularly drinking wine and later on during flight appeared to speak loudly  Customer also wanted to take pictures with crew members",Soft Blocked Seats
During boarding MrJaved was upset  as he saw crew  member Tony lift his bag rearranging the hatrack when another customer tried to put a heavier bag ontop of MrJaved's small bag,Reduced
Customer wanted to have his meal 2 hours after the service finished,Soft Blocked Seats
"Customer felt dizzy Customer stated that he felt dizzy and discomfort in the stomach Customer stated that he didn't eat or drink for sometimes Customer stated he started to have a blurred vision crew member krystle437682) stated that customer looked pale ,sweaty and level of consciousness decreasing",Soft Blocked Seats
"Customer did not had meal  During service customer  was sleeping cabin crew member BeatrizMr5405192 spoke to the wife if she would like the meal to be left in the table, the wife said no Customer woke up and looking and asking for his meal",Soft Blocked Seats
Cocktails guide not loaded  Catering did not load cocktail guide in none of our bars Crew were not able to make the new cocktail drinks as they were not aware of the exact dosage and type of alcohol,Curtains/Hardblocked
"Baby bassinet   Immediately after take off crew noticed that a customer took a baby bassinet from hatrack  Infants's age is 15 yo  Infant seemed to be tall for bassinet   When asked a customer for baby's height, customer refused to answer and stated: we used a bassinet before",Curtains/Hardblocked
"All first class customers were welcomed and escorted to their seat First class suite, IFE seat function including location of showerspa, lounge, social area and lavatory were highlighted by crew Dine on demand service was highlighted to all customers",Extended
"Upgrade Denied   Mr Behlawanian requested to upgrade to J class CSV Maria Tac An informed him it was 450USD and he agreed to pay When requesting the credit card he produced a debit card, with flats numbers ThebCSV informed him credit was only accepted, nut he was insisting to use this card, and to talk to the Purser",Reduced
"Two hours into the flight, Mr Schnitzler's IFE got unresponsive twice;",CRC
Seat inoperative  During cruise (approximately 1 hour into the flight) Mr Chianti brought to attention of crew SunYoung(s444632) that his seat 43K recline button is completely missing from armrest (only hole was there) Therefore customer could not recline his seatContact e mail: machiatti@hotmailit,Reduced
Sangling was observed having the initiative to answer call bells all through out the flight  All the concerns raised in the briefing she was observed following them all through out the 3 sectors  She was observed reporting early for briefing on all se,Reduced
Sabaty was observed working hard as she've taken the meal cart followed by bar service and clearance carts during our service  Sabaty enrolled customers to join our skywards loyalty program and used the KIS tablet in a professional manner,Reduced
Please provide a GFML for the above customer,Soft Blocked Seats
"Please note that Mr Noorthin, a Gold skyward member seated initially in 86H, informed yc crew during boarding that the recline button is missing from his seat and he cannot use the recline function for the whole flight",CRC
Please cancel CHML from customer profile,Soft Blocked Seats
"Please cancel chml ,customer prefers regular meal",Soft Blocked Seats
"Noticed during handover AC in ATH the following ,           Cabin crew from previous sector (EWRATH) didn't complete the post landing duty      Galley chillers weren't  clean and full of left over food and personal beverages      Used blankets  from",Disturbed
"NOT INTRODUCEDMOVED SEAT   During the service, customer requested crew member Lejla to have his jacket hung  Customer stated 'normally somebody comes to welcome  back before take off and I would have asked then but nobody came'",CRC
Multiple customer in economy class complained because were unable to open the plastic bag around the light bites sandwich ( Roast Turkey Roll )  Plastic bag was very hard to puncture since no factory insert cut being made to slice plastic corner off,Soft Blocked Seats
Mr Wu informed cabin crew during cruise that his seat was not reclining,Extended
Mother kindly requests Soya milk for the child   Mother asked me if we have soya milk for her child,Reduced
"Miss Vaanya Singh was vomiting during the flight  Her father told me that on previous sector she vomited 4 times  By the time I spoke to the customer, she already vomited 3 times  The father of the girl asked for the WCHR to be organized on ground in Me",Rest Strategies
"Miss May was upset as 17D ,a male , moved into 17A She did not want to sit with a male beside her",Reduced
"MEAL OPTION    Nine customers could not have their meal choice(Chicken curry), other options were offered and accepted",CRC
"IFE    A number of TV screens issues   blank screens, frozen, TV was stuck with the security search diagram",Disturbed
Head set not working  Head set replaced Customer informed crew that the audio function of his IFE was not workingOnly one side of the  head set was working This was approximately an hour after take off,Curtains/Hardblocked
During the delivery of SPMLs crew member Maykel sn 424001 hit his knee on a meal cart when passing in the galley,Reduced
During clearance there was only 6 grey hags loaded in one bar that we had for the hole two class aircraft to use in two sectors,Rest Strategies
"During boarding Mr Williams said that he paid to select a seat that is the last row of a cabin without having any other passenger behind  Due to aircraft type change from 3 class to 2 class, he had customer sitting behind him",Soft Blocked Seats
"during a critical situation due to weather condition, where I had to wait almost 2 hours with WCHR customers on board for the to be picked up, Prachi volunteered to stay behind as well  she stayed with myself and operating Captain looking after custome",Rest Strategies
"CUSTOMER UPDATE    Mr Dabbas was upset that there was a double booking under his wife's name , the ground staff had accidently given the customer in 19J a boarding card for 19B , which was his wife's seat  He stated it was a safety and security breach on the airport and emirates staffs part as they let a man board and pass through security with the wrong boarding pass",Reduced
Customer travelling in 16F has a fear of flying  Throughout the flight she spent a lot of time in the lounge  Agnieszka was UR1A lounge operator,Extended
customer has allergies to nuts   customer ordered the chicken option in the menu that had nuts customer did not eat it and gave it back to the crew,Curtains/Hardblocked
"Customer challenged me when asked to place the baby in the bassinet   Customer claimed her tea cup was dirty inside    Customer stated she traveled with her infant a week before,  Mrs Khalfan claimed no crew asked asked her if the baby fits in the bassinet,  Customer was offered the bassinet",Soft Blocked Seats
"Customer came to the galley very annoyed stating and pointing to cabin crew Catalina accusing her of not serving 4 Customers behind him, customer was shouting at her  According to Catarina she served him and he was his last customer, so whoever was ser",CRC
WAIT LISTED AVML WAS NOT LOADED     Mr Chadha was disappointed his AVML was not loaded,Extended
Unable to download flight     Please be informed that I was not able to download flight on my KIS tablet for sector BNE AKL BNE DXB  It won't download through Data or WI FI or even through UAECREWUAEKIS network on A380,CRC
"SPECIAL MEAL ASIAN VEGETARIAN REQUEST     During the lunch, the customer approached me and claimed that she had a change of flight last minute and that she requested an Asian Vegetarian meal",Reduced
"MODs not fully used     It was observed that the food and beverage app did not work properly  Galley device was left in the galley with the galley operator to publish inventory before take off  Please note that galley operator failed to publish the inventory before take off and only remembered to do so before start of the service  While trying to publish the inventory it was noticed that menu was not loaded and the exceptional handling was used to upload the menu  The uploaded menu did not reflect on the second galley device As it was taking a long time, the crew were instructed to use the PIL and take the orders manually",Disturbed
"MOD not syncing     The flight was unable to be closed on the KIS tablet in CDG  The service had to be completed using the old service procedure  Crew on the RHS managed to see some orders on their MOD, however crew on the LHS and sweetheart crew, could see none",Soft Blocked Seats
Meal choice unavailable    Ms Khatib was not provided with her preferred choice of Continental cold plate due to high demands,Curtains/Hardblocked
"Main course shortage   Today we encountered a shortage of around 50 60 lamb main courses, a large amount of customers complained and where very disappointed",CRC
Lounge Equipment were missing    Two plates (2levels) holders were missing on this flight,Soft Blocked Seats
JC Coffee shortage    It was observed that there was only 3 bags of brewed coffee in the Dry Stores container Final load was 10   however had it been a full flight we would have experienced shortage of coffee,Reduced
IFE issue   Customer advised after take off that IFE screen was blank,Disturbed
Duty free Items missingexcess     Items excess:1 excessive item in Drawer 1 DF606 :2036 Buckley London Mixed Earrings (instead of 1 there's 2)  Items missing:1 item missing in Drawer 6 DF606: 1844 Pasha de Cartier EDT 100ml (instead of 1 there's 0),Rest Strategies
"Customer vomiting during the flight     Around GMT 8:00, Ms Brady brought to the crew's attention she was not feeling well  She had had stomach cramps two days before, and had vomited after first meal service",Soft Blocked Seats
"Crew compliment     Shortly after the service, Mr Shohatea seated at 39E approached me to inform me that he was very happy with the service provided by Catia on today's flight  He said that she was interacting with the customers and always had a smile on her face  He also said she is approachable and she contributed to a lovely experience on today's flight  I personally observed Catia interacting well with customers and always engaging in conversation with customers during and after the service  She offered to do the camera when I requested the crew to do it  She also took her own initiative to enrol Skywards customers on the flight and managed to enrol 3 customers on today's flight",Reduced
Mobile Phone Fell Under The Seat      Mr Ananthanp dropped his mobile phone underneath his seat during cruise The mobile phone that he dropped was an iPhoneX His contact details are as follows:Tel: 858 210 8851email address: prasannata@gmailcom,Soft Blocked Seats
CUSTOMER WANTED COMPLIMENTARY UPGRADE      Mr Taleb boarded complaining him and his friend had separated seats even though they had pre booked window seat together (Customers had boarding pass marked 46E and 87F)  Mr Taleb stated he wanted me to find a window seat together otherwise he would have to fly in Business class  Mr Taleb stated Emirates check in staff made a mess on his seat arrangements and he was very loud while he spoke,Reduced
18 upgraded customers      Catering was only 65 trays and 66 hot meals  JED ground staff upgraded 6 more customers to become 71 in total  JED ground staff got us YC trays from different catering plus 9 extra hot meals but different from our menu,CRC
VGML Request      Mr Bakker would like to request for a VGML for his connecting flight DXB BRU Ek183 at 8:20,Extended
VGML request        Ms MacPherson claimed she requested a VGML   She would like to have a VGML for her onward flight to Brisbane on 20  01201,Extended
Alcohol intoxication       Mr Aboulfotouh boarded the aircraft showing signs of alcohol intoxication like those on the yellow sign on the traffic light guide,Reduced
"CUSTOMER UPSET AND CLAMS REFUND DUE TO INOP WIFI         Customer claimed, she paid for WIFI aboard using her credit card, however could not connect to WiFi Customer contact details  001 9316910061Email maybellu@hotmailcom",Disturbed
"Customer refused to show his boarding pass        During boarding, MrVanhejningen refused to show his boarding pass He stated that be know where is his seat",Disturbed
